id_pegawai,jk,tgl_lahir,rumpun_ilmu,stat_aktif,stat_pegawai,ikatan_kerja,pendidikan,pangkat,jabatan_akademik,sertifikasi,tahun_sertifikasi,tgl_jabatan_akademik,jenj_prodi,prodi,fakultas,usia,kelompok_usia,status_sertifikasi,mendekati_pensiun
1,L,1972-02-10,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,54,51-55,Belum,False
2,L,1985-03-27,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor Kepala,Sertifikasi Dosen,2020.0,2023-06-01,S1,Teknik Mesin,FT,41,41-50,Bersertifikat,False
3,P,1990-01-09,RUMPUN ILMU FORMAL,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2024-05-01,S1,Sistem Informasi,FIK,36,30-40,Belum,False
4,P,1987-01-12,RUMPUN ILMU FORMAL,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2018.0,2023-07-03,S1,Informatika,FIK,39,30-40,Bersertifikat,False
5,P,1967-11-28,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,59,>55,Belum,True
6,L,1966-02-17,Tidak Terdefinisi,Aktif,TNI,Dosen Tidak Tetap,S2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,60,>55,Belum,True
7,P,1971-08-31,Tidak Terdefinisi,TUGAS BELAJAR,NON ASN,Dosen Tidak Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Sertifikasi Dosen,2017.0,2016-01-01,D3,Keperawatan,FIKES,55,51-55,Bersertifikat,False
8,L,1990-01-03,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2020.0,2022-06-01,S1,Gizi,FIKES,36,30-40,Bersertifikat,False
9,L,1961-09-30,RUMPUN ILMU FORMAL,Aktif,PNS,Dosen Tetap,S2,IV/a - Pembina,Lektor,Sertifikasi Dosen,2015.0,2023-07-03,S1,Informatika,FIK,65,>55,Bersertifikat,True
10,P,1994-03-11,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tidak Tetap,S2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S1,Teknik Industri,FT,32,30-40,Belum,False
11,L,1971-04-28,RUMPUN ILMU TERAPAN,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,S3,IV/d - Pembina Utama Madya,Lektor Kepala,Sertifikasi Dosen,2024.0,2023-12-01,S2,Hukum,FH,55,51-55,Bersertifikat,False
12,L,1968-04-22,Tidak Terdefinisi,Aktif,TNI,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,58,>55,Belum,True
13,L,1994-01-18,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Hukum,FH,32,30-40,Belum,False
14,P,1985-09-09,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2017.0,2019-04-01,S1,Ilmu Komunikasi,FISIP,41,41-50,Bersertifikat,False
15,L,1961-08-21,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2016.0,2000-06-01,S1,Ilmu Komunikasi,FISIP,65,>55,Bersertifikat,True
16,P,1975-07-01,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Sp-1,Radiologi,FK,51,51-55,Belum,False
17,P,1993-10-20,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2023-05-03,D3,Fisioterapi,FIKES,33,30-40,Belum,False
18,L,1964-11-24,RUMPUN ILMU SOSIAL,Aktif,PNS,Dosen Tetap,S2,IV/a - Pembina,Lektor,Sertifikasi Dosen,2012.0,2006-06-01,S1,Ekonomi Pembangunan,FEB,62,>55,Bersertifikat,True
19,L,1988-10-20,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2020.0,2022-03-01,S1,Teknik Mesin,FT,38,30-40,Bersertifikat,False
20,P,1962-12-01,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,IV/a - Pembina,Lektor Kepala,Sertifikasi Dosen,2015.0,2002-09-01,S1,Hukum,FH,64,>55,Bersertifikat,True
21,P,1985-07-05,RUMPUN ILMU SOSIAL,Aktif,PNS,Dosen Tetap,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2022.0,2023-07-03,D3,Perbankan dan Keuangan,FEB,41,41-50,Bersertifikat,False
22,L,1987-04-29,RUMPUN ILMU SOSIAL,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2022.0,2022-09-01,S1,Ilmu Politik,FISIP,39,30-40,Bersertifikat,False
23,P,1961-10-13,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,IV/a - Pembina,Lektor,Sertifikasi Dosen,2012.0,2017-11-01,S2,Manajemen,FISIP,65,>55,Bersertifikat,True
24,L,1960-08-04,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,IV/b - Pembina Tk. I,Profesor,Sertifikasi Dosen,2012.0,2023-08-01,S2,Manajemen,FISIP,66,>55,Bersertifikat,True
25,P,1978-10-26,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2020.0,2022-07-01,S1,Keperawatan,FIKES,48,41-50,Bersertifikat,False
26,L,1989-07-13,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,Non-Golongan,Lektor,Belum Sertifikasi,,2024-09-01,S1,Hubungan Internasional,FH,37,30-40,Belum,False
27,P,1991-02-09,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,Non-Golongan,Lektor,Belum Sertifikasi,,2022-07-01,S1,Hukum,FH,35,30-40,Belum,False
28,P,1975-01-30,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S1,Kedokteran,FK,51,51-55,Belum,False
29,P,1989-09-02,RUMPUN ILMU SOSIAL,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2024.0,2023-04-01,S1,Hubungan Internasional,FH,37,30-40,Bersertifikat,False
30,L,1984-09-15,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tidak Tetap,S3,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S1,Hukum,FH,42,41-50,Belum,False
31,L,1965-10-25,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2017.0,2016-01-01,S2,Manajemen,FISIP,61,>55,Bersertifikat,True
32,L,1986-07-18,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,III/c - Penata,Lektor,Belum Sertifikasi,,2021-11-01,S1,Teknik Mesin,FT,40,30-40,Belum,False
33,L,1978-08-02,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2019.0,2024-09-01,S1,"Kajian Film, Televisi, dan Media",FISIP,48,41-50,Bersertifikat,False
34,P,1971-10-18,RUMPUN ILMU FORMAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2012.0,2020-06-01,S1,Informatika,FIK,55,51-55,Bersertifikat,False
35,P,1964-05-24,Tidak Terdefinisi,Aktif,PNS,Dosen Tetap,S3,IV/c - Pembina Utama Muda,Belum Ada,Belum Sertifikasi,,,S1,Sains Informasi,FISIP,62,>55,Belum,True
36,L,1972-09-29,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2023.0,2022-10-01,S1,Teknik Mesin,FT,54,51-55,Bersertifikat,False
37,P,1991-03-24,Tidak Terdefinisi,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Belum Sertifikasi,,2023-05-03,S1,Keperawatan,FIKES,35,30-40,Belum,False
38,P,1964-11-04,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,IV/a - Pembina,Lektor,Sertifikasi Dosen,2011.0,2001-01-01,S1,Manajemen,FISIP,62,>55,Bersertifikat,True
39,P,1989-09-30,RUMPUN ILMU FORMAL,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2020.0,2022-01-01,S1,Informatika,FIK,37,30-40,Bersertifikat,False
40,L,1981-12-28,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,44,41-50,Belum,False
41,P,1986-05-10,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2017.0,2022-09-01,S1,Ilmu Politik,FISIP,40,30-40,Bersertifikat,False
42,P,1984-09-01,RUMPUN ILMU TERAPAN,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Sertifikasi Dosen,2023.0,2020-02-01,S1,Manajemen,FISIP,42,41-50,Bersertifikat,False
43,P,1990-06-19,RUMPUN ILMU FORMAL,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2024-05-01,S1,Informatika,FIK,36,30-40,Belum,False
44,P,1986-12-05,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2022.0,2022-06-01,S1,Gizi,FIKES,40,30-40,Bersertifikat,False
45,L,1993-02-09,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Informatika,FIK,33,30-40,Belum,False
46,L,1981-04-28,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,45,41-50,Belum,False
47,P,1962-06-07,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,IV/c - Pembina Utama Muda,Lektor Kepala,Sertifikasi Dosen,2008.0,2019-07-01,S1,Manajemen,FISIP,64,>55,Bersertifikat,True
48,L,1976-03-20,Tidak Terdefinisi,Aktif,TNI,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,50,41-50,Belum,False
49,L,1966-06-06,RUMPUN ILMU TERAPAN,Aktif,TNI,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,60,>55,Belum,True
50,L,1987-02-15,RUMPUN ILMU SOSIAL,Aktif,PNS,Dosen Tetap,S3,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2020.0,2022-01-01,S1,Ekonomi Syariah,FEB,39,30-40,Bersertifikat,False
51,P,1977-08-28,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,49,41-50,Belum,False
52,P,1984-03-14,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,42,41-50,Belum,False
53,P,1989-12-17,RUMPUN ILMU ALAM,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2024.0,2024-01-01,S1,Biologi,FIKES,37,30-40,Bersertifikat,False
54,P,1989-06-06,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2024.0,2023-06-05,S1,Farmasi,FIKES,37,30-40,Bersertifikat,False
55,P,1987-07-25,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2018.0,2023-05-03,S1,Teknik Industri,FT,39,30-40,Bersertifikat,False
56,L,1981-06-25,RUMPUN ILMU FORMAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Belum Sertifikasi,,2023-05-03,S1,Sistem Informasi,FIK,45,41-50,Belum,False
57,P,1961-02-16,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,IV/a - Pembina,Lektor,Sertifikasi Dosen,2011.0,2001-01-01,S1,Manajemen,FISIP,65,>55,Bersertifikat,True
58,L,1964-11-12,RUMPUN ILMU TERAPAN,Aktif,TNI,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,62,>55,Belum,True
59,P,1988-02-07,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2023.0,2023-05-03,S1,Keperawatan,FIKES,38,30-40,Bersertifikat,False
60,L,1964-03-25,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,IV/c - Pembina Utama Muda,Lektor Kepala,Sertifikasi Dosen,2008.0,2017-02-01,S1,Akuntansi,FEB,62,>55,Bersertifikat,True
61,P,1987-08-23,RUMPUN ILMU FORMAL,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2017.0,2023-06-05,S1,Sistem Informasi,FIK,39,30-40,Bersertifikat,False
62,L,1988-07-05,Tidak Terdefinisi,Aktif,PNS,Dosen Tetap,Profesi,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S1,Kedokteran,FK,38,30-40,Belum,False
63,L,1967-02-20,RUMPUN ILMU TERAPAN,Aktif,TNI,Dosen Tidak Tetap,S2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,59,>55,Belum,True
64,P,1978-02-04,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,Sp-1,III/d - Penata Tk. I,Belum Ada,Belum Sertifikasi,,,Sp-1,Radiologi,FK,48,41-50,Belum,False
65,L,1987-09-22,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2019.0,2022-01-01,S1,Hukum,FH,39,30-40,Bersertifikat,False
66,L,1980-07-17,RUMPUN ILMU SOSIAL,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/d - Penata Tk. I,Lektor Kepala,Sertifikasi Dosen,2017.0,2023-11-01,S2,Hubungan Internasional,FH,46,41-50,Bersertifikat,False
67,P,1992-06-30,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2023.0,2023-05-03,S1,Kesehatan Masyarakat,FIKES,34,30-40,Bersertifikat,False
68,L,1991-12-11,RUMPUN ILMU HUMANIORA,Aktif,NON ASN,Dosen Tidak Tetap,S2,Non-Golongan,Asisten Ahli,Belum Sertifikasi,,2024-05-01,S1,Ilmu Komunikasi,FISIP,35,30-40,Belum,False
69,P,1983-04-09,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tidak Tetap,S2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S1,Farmasi,FIKES,43,41-50,Belum,False
70,P,1964-12-27,RUMPUN ILMU SOSIAL,Aktif,PNS,Dosen Tetap,S3,III/d - Penata Tk. I,Lektor Kepala,Sertifikasi Dosen,2011.0,2024-09-01,S1,Ekonomi Pembangunan,FEB,61,>55,Bersertifikat,True
71,L,1988-10-11,RUMPUN ILMU SOSIAL,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2024.0,2023-06-05,S1,Ekonomi Syariah,FEB,38,30-40,Bersertifikat,False
72,P,1994-12-02,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2023-07-03,S1,Ilmu Komunikasi,FISIP,32,30-40,Belum,False
73,P,1986-09-07,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2022.0,2022-03-01,S1,Farmasi,FIKES,40,30-40,Bersertifikat,False
74,P,1972-06-25,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2018.0,2020-11-01,S1,Hukum,FH,54,51-55,Bersertifikat,False
75,L,1977-11-24,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor,Belum Sertifikasi,,2020-06-01,S1,Ekonomi Pembangunan,FEB,49,41-50,Belum,False
76,P,1965-12-27,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2013.0,2001-01-01,S1,Ilmu Komunikasi,FISIP,60,>55,Bersertifikat,True
77,L,1977-01-20,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2012.0,2016-01-01,S2,Hubungan Internasional,FH,49,41-50,Bersertifikat,False
78,P,1976-03-08,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor Kepala,Sertifikasi Dosen,2011.0,2020-03-01,S2,Akuntansi,FEB,50,41-50,Bersertifikat,False
79,L,1960-12-27,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tidak Tetap,S3,III/c - Penata,Lektor,Belum Sertifikasi,,2023-02-01,S1,Ekonomi Pembangunan,FEB,65,>55,Belum,True
80,P,1977-11-05,RUMPUN ILMU FORMAL,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2012.0,2023-05-03,D3,Sistem Informasi,FIK,49,41-50,Bersertifikat,False
81,P,1988-11-18,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,Sp-1,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Kedokteran,FK,38,30-40,Belum,False
82,L,1974-05-09,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/b - Penata Muda Tk. I,Lektor,Belum Sertifikasi,,2023-02-01,S1,Ekonomi Pembangunan,FEB,52,51-55,Belum,False
83,L,1990-04-15,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,Sp-1,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Kedokteran,FK,36,30-40,Belum,False
84,P,1975-11-30,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/a - Penata Muda,Asisten Ahli,Sertifikasi Dosen,2019.0,1970-01-01,D3,Perbankan dan Keuangan,FEB,51,51-55,Bersertifikat,False
85,L,1965-03-01,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tidak Tetap,S3,III/c - Penata,Lektor,Belum Sertifikasi,,2023-07-03,S2,Manajemen,FISIP,61,>55,Belum,True
86,L,1963-10-28,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,IV/d - Pembina Utama Madya,Belum Ada,Belum Sertifikasi,,,S1,Akuntansi,FEB,63,>55,Belum,True
87,L,1997-09-25,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Manajemen,FISIP,29,<30,Belum,False
88,P,1977-03-16,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2019.0,2017-11-01,S2,Ilmu Komunikasi,FISIP,49,41-50,Bersertifikat,False
89,L,1976-07-26,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,Non-Golongan,Asisten Ahli,Belum Sertifikasi,,2018-08-01,S1,Ilmu Politik,FISIP,50,41-50,Belum,False
90,P,1998-06-10,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Kesehatan Masyarakat,FIKES,28,<30,Belum,False
91,P,1985-02-14,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,41,41-50,Belum,False
92,P,1984-03-05,RUMPUN ILMU TERAPAN,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Sertifikasi Dosen,2024.0,2019-10-01,S1,Akuntansi,FEB,42,41-50,Bersertifikat,False
93,P,1993-08-24,RUMPUN ILMU TERAPAN,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Farmasi,FIKES,33,30-40,Belum,False
94,L,1960-05-06,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,IV/a - Pembina,Lektor,Sertifikasi Dosen,2012.0,2007-10-01,S1,Teknik Mesin,FT,66,>55,Bersertifikat,True
95,P,1993-03-23,RUMPUN ILMU TERAPAN,TUGAS BELAJAR,NON ASN,Dosen Tidak Tetap,S2,III/c - Penata,Lektor,Belum Sertifikasi,,2023-05-03,S1,Fisioterapi,FIKES,33,30-40,Belum,False
96,L,1973-05-18,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S1,Kedokteran,FK,53,51-55,Belum,False
97,L,1992-12-18,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2022.0,2022-04-01,S1,Teknik Industri,FT,34,30-40,Bersertifikat,False
98,P,1971-03-22,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2012.0,2012-08-01,S2,Ilmu Komunikasi,FISIP,55,51-55,Bersertifikat,False
99,L,1984-08-05,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,42,41-50,Belum,False
100,P,1977-07-23,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,49,41-50,Belum,False
101,P,1984-06-25,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,42,41-50,Belum,False
102,L,1968-04-16,RUMPUN ILMU TERAPAN,Aktif,TNI,Dosen Tidak Tetap,S3,Non-Golongan,Lektor,Belum Sertifikasi,,2020-06-01,S2,Hukum,FH,58,>55,Belum,True
103,P,1989-09-19,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Belum Sertifikasi,,2023-02-01,S1,Keperawatan,FIKES,37,30-40,Belum,False
104,L,1985-10-04,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,41,41-50,Belum,False
105,P,1988-05-29,RUMPUN ILMU TERAPAN,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2021.0,2022-08-01,S1,Ilmu Komunikasi,FISIP,38,30-40,Bersertifikat,False
106,P,1981-11-17,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tidak Tetap,S3,III/c - Penata,Belum Ada,Belum Sertifikasi,,,S2,Kesehatan Masyarakat,FIKES,45,41-50,Belum,False
107,L,1978-12-31,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2017.0,2018-04-01,S1,Teknik Industri,FT,47,41-50,Bersertifikat,False
108,P,1968-09-28,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2016.0,2018-08-01,S1,Kedokteran,FK,58,>55,Bersertifikat,True
109,P,1991-11-06,RUMPUN ILMU TERAPAN,Aktif,CPNS,Dosen Tetap,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2021.0,2021-04-01,S1,Gizi,FIKES,35,30-40,Bersertifikat,False
110,L,1977-04-20,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,49,41-50,Belum,False
111,P,1976-02-14,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor Kepala,Sertifikasi Dosen,2012.0,2021-07-01,D3,Keperawatan,FIKES,50,41-50,Bersertifikat,False
112,L,1987-02-13,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,Sp-1,III/b - Penata Muda Tk. I,Lektor,Belum Sertifikasi,,2024-11-01,S1,Kedokteran,FK,39,30-40,Belum,False
