id_pegawai,jk,tgl_lahir,rumpun_ilmu,stat_aktif,stat_pegawai,ikatan_kerja,pendidikan,pangkat,jabatan_akademik,sertifikasi,tahun_sertifikasi,tgl_jabatan_akademik,jenj_prodi,prodi,fakultas,usia,kelompok_usia,status_sertifikasi,mendekati_pensiun
336,P,1970-05-21,RUMPUN ILMU FORMAL,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2016.0,2023-06-05,S1,Sistem Informasi,FIK,56,>55,Bersertifikat,True
337,L,1992-05-25,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tidak Tetap,S2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S1,Kedokteran,FK,34,30-40,Belum,False
338,L,1977-07-06,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Profesor,Sertifikasi Dosen,2017.0,2022-10-01,S2,Kesehatan Masyarakat,FIKES,49,41-50,Bersertifikat,False
339,P,1991-04-11,RUMPUN ILMU TERAPAN,TUGAS BELAJAR,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2020.0,2021-02-01,S1,Manajemen,FISIP,35,30-40,Bersertifikat,False
340,L,1992-09-10,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S3,III/c - Penata,Belum Ada,Belum Sertifikasi,,,S1,Teknik Mesin,FT,34,30-40,Belum,False
341,L,1987-03-02,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor,Belum Sertifikasi,,2024-10-01,S2,Ilmu Komunikasi,FISIP,39,30-40,Belum,False
342,L,1984-02-02,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/b - Penata Muda Tk. I,Asisten Ahli,Sertifikasi Dosen,2021.0,2016-08-01,S1,Akuntansi,FEB,42,41-50,Bersertifikat,False
343,L,1975-08-12,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Belum Sertifikasi,,2023-05-03,S1,Gizi,FIKES,51,51-55,Belum,False
344,P,1967-04-12,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2014.0,2020-08-01,S1,Keperawatan,FIKES,59,>55,Bersertifikat,True
345,P,1993-04-21,RUMPUN ILMU TERAPAN,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Kesehatan Masyarakat,FIKES,33,30-40,Belum,False
346,P,1991-10-19,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Manajemen,FISIP,35,30-40,Belum,False
347,L,1960-05-02,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,IV/c - Pembina Utama Muda,Profesor,Sertifikasi Dosen,2018.0,2024-12-01,S3,Hukum,FH,66,>55,Bersertifikat,True
348,L,1993-12-04,RUMPUN ILMU TERAPAN,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Teknik Industri,FT,33,30-40,Belum,False
349,P,1998-01-27,RUMPUN ILMU TERAPAN,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Teknik Industri,FT,28,<30,Belum,False
350,L,1975-07-01,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,III/d - Penata Tk. I,Lektor Kepala,Sertifikasi Dosen,2011.0,2024-09-01,S1,Akuntansi,FEB,51,51-55,Bersertifikat,False
351,L,1960-01-21,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tidak Tetap,S3,Non-Golongan,Lektor,Belum Sertifikasi,,2002-12-31,S1,Hukum,FH,66,>55,Belum,True
352,P,1978-11-03,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor,Belum Sertifikasi,,2022-10-01,S1,Teknik Elektro,FT,48,41-50,Belum,False
353,P,1969-12-16,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,IV/a - Pembina,Lektor Kepala,Sertifikasi Dosen,2009.0,2009-12-01,S1,Farmasi,FIKES,57,>55,Bersertifikat,True
354,L,1994-10-07,RUMPUN ILMU FORMAL,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2024-05-01,S1,Informatika,FIK,32,30-40,Belum,False
355,L,1969-06-15,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2022-07-01,S1,Kedokteran,FK,57,>55,Belum,True
356,L,1984-07-13,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S1,Sistem Informasi,FIK,42,41-50,Belum,False
357,L,1974-06-06,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2013.0,2022-03-01,S1,Akuntansi,FEB,52,51-55,Bersertifikat,False
358,L,1986-10-30,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Belum Sertifikasi,,2023-07-03,S1,Teknik Mesin,FT,40,30-40,Belum,False
359,P,1981-01-29,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2016.0,2016-01-01,D3,Keperawatan,FIKES,45,41-50,Bersertifikat,False
360,L,1978-04-28,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,48,41-50,Belum,False
361,L,1970-11-01,Tidak Terdefinisi,Aktif,TNI,Dosen Tidak Tetap,S3,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,56,>55,Belum,True
362,P,1971-10-13,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,55,51-55,Belum,False
363,L,1972-06-10,RUMPUN ILMU TERAPAN,Aktif,TNI,Dosen Tidak Tetap,S2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,54,51-55,Belum,False
364,P,1984-03-13,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2022.0,2025-01-01,S1,Akuntansi,FEB,42,41-50,Bersertifikat,False
365,L,1965-11-25,Tidak Terdefinisi,Aktif,TNI,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,61,>55,Belum,True
366,P,1973-05-05,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2016.0,2023-06-05,S1,Kedokteran,FK,53,51-55,Bersertifikat,False
367,L,1987-12-03,RUMPUN ILMU FORMAL,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2018-08-01,S1,Informatika,FIK,39,30-40,Belum,False
368,P,1961-07-20,Tidak Terdefinisi,Aktif,PNS,Dosen Tetap,S2,IV/a - Pembina,Lektor,Sertifikasi Dosen,2015.0,2001-01-01,S1,Manajemen,FISIP,65,>55,Bersertifikat,True
369,L,1968-03-21,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2015.0,2013-10-01,D3,Keperawatan,FIKES,58,>55,Bersertifikat,True
370,P,1984-07-30,Tidak Terdefinisi,Aktif,PNS,Dosen Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S1,Kedokteran,FK,42,41-50,Belum,False
371,P,1981-05-19,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2019.0,2020-03-01,S1,Akuntansi,FEB,45,41-50,Bersertifikat,False
372,P,1974-02-21,RUMPUN ILMU FORMAL,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2012.0,2018-04-01,S1,Sistem Informasi,FIK,52,51-55,Bersertifikat,False
373,P,1978-05-27,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2019.0,2021-05-01,S1,Manajemen,FISIP,48,41-50,Bersertifikat,False
374,P,1991-05-11,Tidak Terdefinisi,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2021.0,2022-12-01,S1,Kesehatan Masyarakat,FIKES,35,30-40,Bersertifikat,False
375,P,1966-01-02,RUMPUN ILMU ALAM,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,IV/b - Pembina Tk. I,Lektor Kepala,Sertifikasi Dosen,,2019-01-01,S1,Kedokteran,FK,60,>55,Bersertifikat,True
376,P,1978-11-06,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2015.0,2018-04-01,D3,Keperawatan,FIKES,48,41-50,Bersertifikat,False
377,P,1985-07-02,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2024-09-01,S1,Teknik Mesin,FT,41,41-50,Belum,False
378,L,1973-01-26,Tidak Terdefinisi,Aktif,TNI,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,53,51-55,Belum,False
379,L,1984-04-20,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,42,41-50,Belum,False
380,L,1990-03-11,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2024.0,2023-05-03,S1,Hukum,FH,36,30-40,Bersertifikat,False
381,L,1989-08-09,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tidak Tetap,S2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S1,Kedokteran,FK,37,30-40,Belum,False
382,P,1985-10-19,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,III/d - Penata Tk. I,Lektor Kepala,Sertifikasi Dosen,2017.0,2024-09-01,S1,Kesehatan Masyarakat,FIKES,41,41-50,Bersertifikat,False
383,P,1982-04-27,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S1,Kedokteran,FK,44,41-50,Belum,False
384,P,1970-12-19,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,56,>55,Belum,True
385,P,1985-10-16,Tidak Terdefinisi,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2020-11-01,S1,Kesehatan Masyarakat,FIKES,41,41-50,Belum,False
386,P,1980-07-24,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,46,41-50,Belum,False
387,L,1988-11-29,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S1,Kedokteran,FK,38,30-40,Belum,False
388,L,1980-09-09,Tidak Terdefinisi,Aktif,TNI,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,46,41-50,Belum,False
389,P,1982-02-27,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2015.0,2018-04-01,D3,Keperawatan,FIKES,44,41-50,Bersertifikat,False
390,L,1981-11-09,RUMPUN ILMU FORMAL,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2016.0,2018-10-01,S1,Informatika,FIK,45,41-50,Bersertifikat,False
391,L,1984-06-03,Tidak Terdefinisi,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2019-09-01,S1,Informatika,FIK,42,41-50,Belum,False
392,P,1987-07-04,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,S2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,39,30-40,Belum,False
393,P,1993-06-21,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2023-05-03,S1,Fisioterapi,FIKES,33,30-40,Belum,False
394,L,1970-08-25,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2011.0,2014-12-01,S2,Kesehatan Masyarakat,FIKES,56,>55,Bersertifikat,True
395,P,1976-06-13,RUMPUN ILMU TERAPAN,TUGAS BELAJAR,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,Non-Golongan,Asisten Ahli,Belum Sertifikasi,,2018-08-01,S1,Kedokteran,FK,50,41-50,Belum,False
396,L,1967-10-09,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2017.0,2018-08-01,S1,Teknik Perkapalan,FT,59,>55,Bersertifikat,True
397,L,1990-07-17,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2018-11-01,S1,Teknik Industri,FT,36,30-40,Belum,False
398,P,1989-12-17,RUMPUN ILMU TERAPAN,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Sertifikasi Dosen,2024.0,2019-09-01,S1,Teknik Industri,FT,37,30-40,Bersertifikat,False
399,P,1969-11-16,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tidak Tetap,S3,III/c - Penata,Lektor,Belum Sertifikasi,,2024-01-02,S1,Manajemen,FISIP,57,>55,Belum,True
400,P,1990-08-30,RUMPUN ILMU ALAM,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2023-05-01,S1,Biologi,FIKES,36,30-40,Belum,False
401,L,1988-08-09,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Belum Sertifikasi,,2023-05-03,D3,Fisioterapi,FIKES,38,30-40,Belum,False
402,P,1965-11-27,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2009.0,2014-03-01,S2,Sains Biomedis,FIKES,61,>55,Bersertifikat,True
403,P,1970-01-31,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,IV/a - Pembina,Lektor Kepala,Sertifikasi Dosen,2019.0,2023-08-01,S1,Ilmu Komunikasi,FISIP,56,>55,Bersertifikat,True
404,P,1992-11-17,RUMPUN ILMU TERAPAN,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2024-06-01,D3,Fisioterapi,FIKES,34,30-40,Belum,False
405,P,1991-11-23,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Ekonomi Pembangunan,FEB,35,30-40,Belum,False
406,P,1991-02-27,RUMPUN ILMU SOSIAL,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2021.0,2022-09-01,S1,Ekonomi Pembangunan,FEB,35,30-40,Bersertifikat,False
407,P,1962-01-30,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,IV/e - Pembina Utama,Lektor,Belum Sertifikasi,,1997-09-01,S1,Hukum Bisnis,FH,64,>55,Belum,True
408,P,1969-01-12,RUMPUN ILMU SOSIAL,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2015.0,2009-10-17,S1,Hubungan Internasional,FH,57,>55,Bersertifikat,True
409,L,1982-04-23,Tidak Terdefinisi,Aktif,TNI,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,44,41-50,Belum,False
410,L,1981-11-15,Tidak Terdefinisi,Aktif,TNI,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,45,41-50,Belum,False
411,L,1996-02-04,RUMPUN ILMU SOSIAL,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2023-08-01,S1,Hubungan Internasional,FH,30,<30,Belum,False
412,P,1982-05-18,Tidak Terdefinisi,Aktif,PNS,Dosen Tetap,S2,III/d - Penata Tk. I,Asisten Ahli,Belum Sertifikasi,,2023-01-01,S1,Hukum,FH,44,41-50,Belum,False
413,L,1988-10-12,RUMPUN ILMU TERAPAN,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2017.0,2022-07-01,S1,Hukum,FH,38,30-40,Bersertifikat,False
414,P,1989-09-16,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,S2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S1,Farmasi,FIKES,37,30-40,Belum,False
415,L,1970-10-18,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2012.0,2017-11-01,D3,Akuntansi,FEB,56,>55,Bersertifikat,True
416,L,1985-12-11,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2023-04-01,S1,Ilmu Komunikasi,FISIP,41,41-50,Belum,False
417,P,1989-02-06,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2021.0,2021-06-01,S1,Ilmu Komunikasi,FISIP,37,30-40,Bersertifikat,False
418,P,1982-07-04,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tidak Tetap,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2018.0,2017-11-01,S2,Manajemen,FISIP,44,41-50,Bersertifikat,False
419,P,1990-10-23,RUMPUN ILMU TERAPAN,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2023.0,2023-05-03,D3,Fisioterapi,FIKES,36,30-40,Bersertifikat,False
420,P,1975-09-27,RUMPUN ILMU SOSIAL,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2014.0,2019-12-01,D3,Akuntansi,FEB,51,51-55,Bersertifikat,False
421,P,1984-12-18,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2010-09-01,Profesi,Pendidikan Profesi Ners,FK,42,41-50,Belum,False
422,P,1984-05-03,Tidak Terdefinisi,CUTI,NON ASN,Dosen Tidak Tetap,S2,III/b - Penata Muda Tk. I,Lektor,Belum Sertifikasi,,2022-08-01,S1,Ilmu Komunikasi,FISIP,42,41-50,Belum,False
423,P,1991-01-15,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2021.0,2022-08-31,S1,Gizi,FIKES,35,30-40,Bersertifikat,False
424,P,1977-05-13,Tidak Terdefinisi,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2016.0,2020-07-01,D3,Akuntansi,FEB,49,41-50,Bersertifikat,False
425,L,1975-04-18,Tidak Terdefinisi,Aktif,TNI,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,51,51-55,Belum,False
426,P,1982-12-10,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2020.0,2021-07-01,Profesi,Pendidikan Profesi Ners,FK,44,41-50,Bersertifikat,False
427,L,1987-05-22,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,39,30-40,Belum,False
428,L,1977-03-14,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,49,41-50,Belum,False
429,L,1992-08-04,RUMPUN ILMU SOSIAL,Aktif,PNS,Dosen Tetap,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2020.0,2020-06-01,S1,Ekonomi Syariah,FEB,34,30-40,Bersertifikat,False
430,L,1971-06-07,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2024.0,2023-09-01,S1,Teknik Elektro,FT,55,51-55,Bersertifikat,False
431,L,1985-08-17,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,Non-Golongan,Lektor,Belum Sertifikasi,,2022-09-01,S1,Sains Informasi,FISIP,41,41-50,Belum,False
432,P,1977-11-27,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,49,41-50,Belum,False
433,P,1962-07-15,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,IV/a - Pembina,Lektor,Sertifikasi Dosen,2015.0,2001-01-01,S1,Ilmu Komunikasi,FISIP,64,>55,Bersertifikat,True
434,P,1992-03-31,RUMPUN ILMU FORMAL,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2020.0,2022-07-01,D3,Sistem Informasi,FIK,34,30-40,Bersertifikat,False
435,L,1980-04-20,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,IV/a - Pembina,Lektor Kepala,Sertifikasi Dosen,2020.0,2022-06-01,D3,Akuntansi,FEB,46,41-50,Bersertifikat,False
436,P,1976-11-12,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2013.0,2018-04-01,Profesi,Pendidikan Profesi Ners,FK,50,41-50,Bersertifikat,False
437,L,1970-10-19,RUMPUN ILMU FORMAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2019.0,2018-07-01,S1,Sistem Informasi,FIK,56,>55,Bersertifikat,True
438,L,1980-08-20,RUMPUN ILMU TERAPAN,TUGAS BELAJAR,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2014.0,2017-06-01,S1,Teknik Mesin,FT,46,41-50,Bersertifikat,False
439,L,1962-03-04,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor Kepala,Sertifikasi Dosen,2020.0,2023-10-01,S2,Hukum,FH,64,>55,Bersertifikat,True
440,P,1990-07-08,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2016.0,2018-08-01,S1,Kesehatan Masyarakat,FIKES,36,30-40,Bersertifikat,False
441,L,1957-09-11,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,IV/e - Pembina Utama,Profesor,Sertifikasi Dosen,2018.0,2022-08-01,S3,Hukum,FH,69,>55,Bersertifikat,True
442,L,1993-03-06,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Manajemen,FISIP,33,30-40,Belum,False
443,P,1997-08-17,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Akuntansi,FEB,29,<30,Belum,False
444,L,1989-12-15,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,Sp-1,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,37,30-40,Belum,False
445,P,1991-11-02,RUMPUN ILMU TERAPAN,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Kesehatan Masyarakat,FIKES,35,30-40,Belum,False
446,P,1997-11-10,RUMPUN ILMU TERAPAN,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Akuntansi,FEB,29,<30,Belum,False
